pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,year,skip
18,ATL,Shane Larkin,Miami (FL),4,256,4880,1399,490,737,.422,.336,.777,19.1,5.5,1.9,2.9,4.4,.044,-2.4,-0.6,2013,
19,CLE,Sergey Karasev,,3,95,1110,287,140,87,.395,.282,.842,11.7,3.0,1.5,0.9,0.8,.036,-3.4,-0.4,2013,
20,CHI,Tony Snell,New Mexico,9,601,13092,3672,1371,669,.431,.394,.846,21.8,6.1,2.3,1.1,18.5,.068,-2.0,-0.1,2013,
21,UTA,Gorgui Dieng,Louisville,10,628,12625,4591,3534,837,.496,.355,.791,20.1,7.3,5.6,1.3,30.7,.117,0.2,7.1,2013,
22,BRK,Mason Plumlee,Duke,11,786,17497,6585,5312,1911,.594,.043,.573,22.3,8.4,6.8,2.4,54.1,.149,1.3,14.6,2013,
23,IND,Solomon Hill,Arizona,9,448,9652,2453,1399,662,.388,.331,.797,21.5,5.5,3.1,1.5,11.9,.059,-2.1,-0.3,2013,
24,NYK,Tim Hardaway Jr.,Michigan,11,736,20109,10307,2155,1363,.418,.360,.812,27.3,14.0,2.9,1.9,30.3,.072,-1.1,4.5,2013,
25,LAC,Reggie Bullock,UNC,11,556,12556,4039,1451,647,.424,.385,.827,22.6,7.3,2.6,1.2,21.4,.082,-1.2,2.6,2013,
26,MIN,Andre Roberson,Colorado,7,307,6801,1382,1230,265,.473,.253,.468,22.2,4.5,4.0,0.9,12.6,.089,-0.6,2.3,2013,
27,DEN,Rudy Gobert,,11,757,23042,9592,8915,996,.655,.000,.639,30.4,12.7,11.8,1.3,106.0,.221,3.4,31.7,2013,
28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,,2013,
29,OKC,Archie Goodwin,Kentucky,4,165,2396,1040,331,206,.429,.236,.700,14.5,6.3,2.0,1.2,1.1,.022,-3.0,-0.6,2013,
30,PHO,Nemanja Nedović,,1,24,142,26,15,13,.205,.167,.875,5.9,1.1,0.6,0.5,-0.4,-.132,-10.0,-0.3,2013,
31,CLE,Allen Crabbe,California,7,381,9125,3453,1073,434,.425,.387,.831,24.0,9.1,2.8,1.1,13.7,.072,-1.6,0.9,2013,
32,OKC,Álex Abrines,,3,174,2777,924,248,88,.387,.368,.880,16.0,5.3,1.4,0.5,5.0,.086,-1.9,0.1,2013,
33,CLE,Carrick Felix,Arizona State,1,7,38,19,6,4,.500,.400,.750,5.4,2.7,0.9,0.6,0.0,.057,-3.4,0.0,2013,
34,HOU,Isaiah Canaan,Murray State,6,235,4799,1913,438,454,.371,.351,.836,20.4,8.1,1.9,1.9,4.3,.043,-2.4,-0.5,2013,
35,PHI,Glen Rice Jr.,Georgia Tech,2,16,152,43,24,9,.269,.250,.692,9.5,2.7,1.5,0.6,-0.2,-.065,-6.6,-0.2,2013,
36,SAC,Ray McCallum,Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.6,-0.4,2013,
37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,0.4,0.0,2013,
38,WAS,Nate Wolters,South Dakota State,3,84,1575,461,185,209,.423,.261,.635,18.8,5.5,2.2,2.5,0.9,.028,-2.6,-0.2,2013,
39,POR,Jeff Withey,Kansas,5,206,2072,666,518,64,.525,.143,.716,10.1,3.2,2.5,0.3,6.8,.157,0.5,1.3,2013,
40,POR,Grant Jerrett,Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-10.8,-0.1,2013,
41,MEM,Jamaal Franklin,San Diego State,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.9,-0.2,2013,
42,PHI,Pierre Jackson,Baylor,1,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.021,-4.4,-0.1,2013,
43,MIL,Ricky Ledo,Providence,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.6,-0.4,2013,
44,DAL,Mike Muscala,Bucknell,11,548,8239,3206,1699,464,.451,.373,.830,15.0,5.9,3.1,0.8,19.2,.112,-0.2,3.7,2013,
45,POR,Marko Todorović,,,,,,,,,,,,,,,,,,,2013,
46,UTA,Erick Green,Virginia Tech,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-4.0,-0.2,2013,
47,ATL,Raul Neto,,8,435,6765,2470,658,913,.458,.361,.812,15.6,5.7,1.5,2.1,11.6,.082,-1.5,0.8,2013,
48,LAL,Ryan Kelly,Duke,4,163,3125,981,504,215,.378,.316,.797,19.2,6.0,3.1,1.3,3.0,.046,-2.6,-0.5,2013,
49,CHI,Erik Murphy,Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.6,-0.1,2013,
50,ATL,James Ennis III,Cal State Long Beach,8,395,8022,2629,1306,373,.457,.360,.797,20.3,6.7,3.3,0.9,16.2,.097,-1.5,0.9,2013,
51,ORL,Romero Osby,Oklahoma,,,,,,,,,,,,,,,,,,2013,
52,MIN,Lorenzo Brown,NC State,5,103,1185,293,151,183,.364,.170,.707,11.5,2.8,1.5,1.8,-0.2,-.007,-3.5,-0.5,2013,
53,IND,Colton Iverson,Colorado State,,,,,,,,,,,,,,,,,,2013,
54,WAS,Arsalan Kazemi,Oregon,,,,,,,,,,,,,,,,,,2013,
55,MEM,Joffrey Lauvergne,,4,208,2823,1159,789,180,.479,.285,.719,13.6,5.6,3.8,0.9,5.2,.089,-2.1,-0.1,2013,
56,DET,Peyton Siva,Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-6.4,-0.2,2013,
57,PHO,Alex Oriakhi,Missouri,,,,,,,,,,,,,,,,,,2013,
58,SAS,Deshaun Thomas,Ohio State,,,,,,,,,,,,,,,,,,2013,
59,MIN,Bojan Dubljević,,,,,,,,,,,,,,,,,,,2013,
60,MEM,Jānis Timma,,,,,,,,,,,,,,,,,,,2013,
1,CLE,Andrew Wiggins,Kansas,10,706,24046,13091,3156,1597,.449,.354,.722,34.1,18.5,4.5,2.3,29.1,.058,-1.5,2.8,2014,
2,MIL,Jabari Parker,Duke,8,310,8535,4380,1703,610,.494,.326,.743,27.5,14.1,5.5,2.0,13.8,.078,-0.8,2.5,2014,
3,PHI,Joel Embiid,Kansas,8,433,13833,12071,4832,1573,.504,.341,.826,31.9,27.9,11.2,3.6,63.5,.220,7.0,31.4,2014,
4,ORL,Aaron Gordon,Arizona,10,669,19629,9009,4227,1775,.481,.323,.683,29.3,13.5,6.3,2.7,42.6,.104,0.3,11.3,2014,
5,UTA,Dante Exum,,7,300,5633,1817,590,672,.431,.336,.767,18.8,6.1,2.0,2.2,5.9,.051,-2.8,-1.2,2014,
6,BOS,Marcus Smart,Oklahoma State,10,601,18046,6430,2111,2786,.388,.323,.776,30.0,10.7,3.5,4.6,33.5,.089,-0.3,7.6,2014,
7,LAL,Julius Randle,Kentucky,10,641,20512,12229,6004,2387,.470,.333,.748,32.0,19.1,9.4,3.7,43.3,.101,0.9,15.2,2014,
8,SAC,Nik Stauskas,Michigan,6,343,6701,2290,691,515,.389,.354,.812,19.5,6.7,2.0,1.5,3.9,.028,-3.0,-1.7,2014,
9,CHH,Noah Vonleh,Indiana,8,362,5854,1685,1790,264,.459,.307,.692,16.2,4.7,4.9,0.7,9.4,.077,-2.5,-0.7,2014,
10,PHI,Elfrid Payton,Louisiana,8,500,13383,5036,2007,2868,.447,.287,.623,26.8,10.1,4.0,5.7,15.8,.057,-0.9,3.7,2014,
11,DEN,Doug McDermott,Creighton,10,655,13230,5851,1434,657,.471,.410,.806,20.2,8.9,2.2,1.0,21.1,.076,-2.1,-0.3,2014,
12,ORL,Dario Šarić,,7,477,10869,5057,2576,917,.445,.362,.839,22.8,10.6,5.4,1.9,20.9,.092,-0.7,3.6,2014,
13,MIN,Zach LaVine,UCLA,10,580,18859,11866,2350,2285,.464,.382,.834,32.5,20.5,4.1,3.9,32.2,.082,0.7,12.7,2014,
14,PHO,T.J. Warren,NC State,9,385,10365,5497,1515,446,.505,.351,.780,26.9,14.3,3.9,1.2,20.9,.097,-0.4,4.1,2014,
15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.9,-1.4,2014,
16,CHI,Jusuf Nurkić,,10,539,13284,6538,4821,1353,.503,.280,.667,24.6,12.1,8.9,2.5,31.8,.115,0.5,8.4,2014,
17,BOS,James Young,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-3.4,-0.3,2014,
18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-3.4,-0.8,2014,
19,CHI,Gary Harris,Michigan State,10,570,15954,6295,1351,1111,.447,.370,.813,28.0,11.0,2.4,1.9,25.8,.078,-1.3,2.8,2014,
20,TOR,Bruno Caboclo,,7,105,1293,442,268,72,.403,.308,.836,12.3,4.2,2.6,0.7,1.5,.054,-2.7,-0.2,2014,
21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-2.6,-0.1,2014,
22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,1.7,0.2,2014,
23,UTA,Rodney Hood,Duke,8,448,10977,4656,1160,736,.420,.366,.841,24.5,10.4,2.6,1.6,17.4,.076,-1.2,2.2,2014,
24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,.397,.345,.815,17.4,7.1,1.9,2.5,8.1,.065,-0.7,2.0,2014,
25,HOU,Clint Capela,,10,609,16227,7466,6516,614,.621,.000,.545,26.6,12.3,10.7,1.0,66.4,.196,1.8,15.6,2014,
26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0,2014,
27,PHO,Bogdan Bogdanović,,7,449,12950,6590,1520,1470,.438,.384,.843,28.8,14.7,3.4,3.3,22.9,.085,0.4,7.8,2014,
28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.007,-4.3,-0.2,2014,
29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,.346,.312,.240,14.1,2.5,2.4,0.3,0.7,.030,-3.5,-0.4,2014,
30,SAS,Kyle Anderson,UCLA,10,653,14322,4519,2861,1833,.479,.338,.714,21.9,6.9,4.4,2.8,36.6,.123,1.8,13.6,2014,
31,MIL,Damien Inglis,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-5.6,-0.1,2014,
32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-2.8,-0.4,2014,
33,CLE,Joe Harris,Virginia,10,504,12298,5185,1521,790,.479,.436,.771,24.4,10.3,3.0,1.6,23.1,.090,-0.7,4.1,2014,
34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.9,-0.8,2014,
35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,.581,,.531,5.4,2.4,1.4,0.3,0.6,.202,0.1,0.1,2014,
36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,.402,.360,.663,11.5,3.5,2.4,0.5,0.2,.006,-6.2,-1.8,2014,
37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,,2014,
38,DET,Spencer Dinwiddie,Colorado,10,542,15083,7206,1642,2804,.414,.333,.796,27.8,13.3,3.0,5.2,32.4,.103,0.1,7.9,2014,
39,PHI,Jerami Grant,Syracuse,10,672,18530,8751,2663,1049,.455,.364,.746,27.6,13.0,4.0,1.6,34.8,.090,-0.4,7.7,2014,
40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,.457,.373,.779,17.4,5.9,2.6,0.8,7.9,.071,-1.7,0.4,2014,
41,DEN,Nikola Jokić,,9,675,21078,14139,7249,4667,.557,.350,.827,31.2,20.9,10.7,6.9,111.6,.254,9.9,63.4,2014,
42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-6.5,-0.3,2014,
43,ATL,Edy Tavares,,2,13,101,33,32,4,.625,,.273,7.8,2.5,2.5,0.3,0.2,.118,-0.4,0.0,2014,
44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,.380,.295,.781,15.9,5.2,2.1,1.2,1.1,.029,-2.9,-0.4,2014,
45,CHH,Dwight Powell,Stanford,10,650,12014,4640,2877,677,.602,.293,.739,18.5,7.1,4.4,1.0,46.2,.185,0.9,8.7,2014,
46,WAS,Jordan Clarkson,Missouri,10,716,19861,11429,2405,2073,.438,.335,.832,27.7,16.0,3.4,2.9,23.6,.057,-0.9,5.4,2014,
47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-5.1,-0.1,2014,
48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,.326,.236,.720,10.9,2.3,1.4,1.1,0.1,.006,-5.7,-0.4,2014,
49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-8.1,-0.3,2014,
50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,,2014,
51,NYK,Thanasis Antetokounmpo,,6,198,1520,481,307,115,.509,.143,.529,7.7,2.4,1.6,0.6,1.9,.059,-4.3,-0.9,2014,
52,PHI,Vasilije Micić,,1,60,1176,422,88,262,.430,.279,.813,19.6,7.0,1.5,4.4,0.4,.015,-4.6,-0.8,2014,
53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,,2014,
54,PHI,Nemanja Dangubić,,,,,,,,,,,,,,,,,,,2014,
55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,.345,.190,.548,15.2,2.9,1.4,2.0,0.1,.006,-5.1,-0.8,2014,
56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.5,-0.4,2014,
57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,,2014,
58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,.417,.355,.772,13.8,6.9,1.8,1.4,1.7,.048,-2.1,0.0,2014,
59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,,2014,
60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-3.3,-0.2,2014,
1,MIN,Karl-Anthony Towns,Kentucky,9,573,19455,13121,6216,1815,.524,.398,.839,34.0,22.9,10.8,3.2,75.0,.185,4.5,31.8,2015,
2,LAL,D'Angelo Russell,Ohio State,9,571,17265,10136,1954,3289,.430,.369,.792,30.2,17.8,3.4,5.8,24.6,.068,0.7,11.8,2015,
3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,.542,.222,.676,19.5,10.4,4.7,0.9,7.2,.071,-2.0,0.0,2015,
4,NYK,Kristaps Porziņģis,,8,459,14196,9021,3604,826,.459,.361,.831,30.9,19.7,7.9,1.8,42.7,.144,2.5,16.1,2015,
5,ORL,Mario Hezonja,,5,330,6107,2284,1026,415,.417,.319,.812,18.5,6.9,3.1,1.3,3.2,.025,-2.8,-1.2,2015,
6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,.544,.188,.612,22.0,8.7,5.9,1.4,23.3,.121,-0.1,4.4,2015,
7,DEN,Emmanuel Mudiay,,6,302,7187,3299,884,1143,.401,.323,.744,23.8,10.9,2.9,3.8,-0.2,-.001,-3.2,-2.2,2015,
8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,.391,.305,.748,19.8,6.2,3.1,1.5,6.9,.037,-2.7,-1.6,2015,
9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,.430,.349,.746,19.8,8.8,3.8,1.6,15.9,.094,-0.2,3.7,2015,
10,MIA,Justise Winslow,Duke,8,344,8906,2829,1760,889,.412,.315,.638,25.9,8.2,5.1,2.6,8.2,.044,-2.1,-0.3,2015,
11,IND,Myles Turner,Texas,9,570,16280,7911,3878,702,.502,.354,.771,28.6,13.9,6.8,1.2,44.0,.130,0.8,11.6,2015,
12,UTA,Trey Lyles,Kentucky,9,581,10621,4484,2510,615,.443,.347,.745,18.3,7.7,4.3,1.1,19.4,.088,-1.0,2.5,2015,
13,PHO,Devin Booker,Kentucky,9,598,20354,14529,2413,2993,.464,.357,.870,34.0,24.3,4.0,5.0,45.1,.106,1.2,16.2,2015,
14,OKC,Cameron Payne,Murray State,9,405,7266,3203,847,1324,.422,.369,.825,17.9,7.9,2.1,3.3,11.7,.077,-0.6,2.5,2015,
15,ATL,Kelly Oubre Jr.,Kansas,9,595,15664,7790,2664,639,.435,.327,.751,26.3,13.1,4.5,1.1,22.2,.068,-1.8,0.7,2015,
16,BOS,Terry Rozier,Louisville,9,601,16699,8573,2372,2170,.420,.367,.827,27.8,14.3,3.9,3.6,29.6,.085,0.6,10.8,2015,
17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-4.7,-1.2,2015,
18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,.478,.288,.606,15.4,5.4,3.0,0.8,5.4,.083,-1.4,0.5,2015,
19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,.411,.323,.770,17.9,6.1,1.9,2.9,8.3,.080,-1.6,0.5,2015,
20,TOR,Delon Wright,Utah,9,508,10540,3531,1584,1559,.451,.354,.806,20.7,7.0,3.1,3.1,28.2,.128,2.2,11.0,2015,
21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,.410,.292,.775,13.6,5.3,2.6,0.8,4.9,.072,-1.5,0.4,2015,
22,CHI,Bobby Portis,Arkansas,9,605,13663,7138,4274,746,.479,.385,.759,22.6,11.8,7.1,1.2,31.1,.109,-0.5,5.3,2015,
23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,.449,.212,.735,22.2,9.0,5.5,1.9,12.9,.091,-0.7,2.3,2015,
24,CLE,Tyus Jones,Duke,9,601,12250,4420,1178,2593,.445,.367,.813,20.4,7.4,2.0,4.3,29.5,.116,0.6,8.1,2015,
25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-4.3,-1.7,2015,
26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,,2015,
27,LAL,Larry Nance Jr.,Wyoming,9,522,12124,4001,3238,979,.540,.342,.696,23.2,7.7,6.2,1.9,33.4,.132,1.2,9.9,2015,
28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-2.0,0.0,2015,
29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.5,-0.1,2015,
30,GSW,Kevon Looney,UCLA,9,523,9166,2633,2929,838,.583,.167,.615,17.5,5.0,5.6,1.6,33.1,.173,0.4,5.5,2015,
31,MIN,Cedi Osman,,7,476,10815,4427,1411,933,.432,.357,.711,22.7,9.3,3.0,2.0,12.5,.055,-2.1,-0.3,2015,
32,HOU,Montrezl Harrell,Louisville,8,515,10544,6220,2588,675,.619,.108,.664,20.5,12.1,5.0,1.3,42.9,.195,2.6,12.2,2015,
33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,2015,
34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-5.1,-0.6,2015,
35,PHI,Willy Hernangómez,,7,344,5149,2524,1982,364,.533,.306,.713,15.0,7.3,5.8,1.1,16.3,.152,0.1,2.8,2015,
36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.7,-0.2,2015,
37,PHI,Richaun Holmes,Bowling Green,9,458,8826,3934,2429,437,.603,.274,.745,19.3,8.6,5.3,1.0,28.8,.156,0.1,4.6,2015,
38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-4.7,-0.6,2015,
39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,,2015,
40,MIA,Josh Richardson,Tennessee,9,546,15665,6349,1673,1451,.429,.364,.846,28.7,11.6,3.1,2.7,27.7,.085,-0.6,5.7,2015,
41,BRK,Pat Connaughton,Notre Dame,9,554,10836,3363,1914,759,.436,.358,.773,19.6,6.1,3.5,1.4,23.4,.104,-0.4,4.4,2015,
42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,2015,
43,IND,Joe Young,Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-4.1,-0.6,2015,
44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.8,-0.6,2015,
45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,2015,
46,MIL,Norman Powell,UCLA,9,557,12980,6851,1458,816,.468,.394,.828,23.3,12.3,2.6,1.5,27.1,.100,-0.2,5.9,2015,
47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,,2015,
48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,-0.3,0.1,2015,
49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,2015,
50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,,2015,
51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,2015,
52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,,2015,
53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,2015,
54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,,2015,
55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,2015,
56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-5.7,0.0,2015,
57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,,2015,
58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,2015,
59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,,2015,
60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,,2015,
1,PHI,Ben Simmons,LSU,6,332,10790,4765,2599,2469,.560,.139,.589,32.5,14.4,7.8,7.4,33.6,.149,3.3,14.6,2016,
2,LAL,Brandon Ingram,Duke,8,477,15721,9256,2466,2037,.468,.362,.786,33.0,19.4,5.2,4.3,27.2,.083,0.1,8.4,2016,
3,BOS,Jaylen Brown,California,8,540,16307,10038,2840,1303,.480,.364,.720,30.2,18.6,5.3,2.4,35.4,.104,0.4,9.7,2016,
